edition	fund	ali	name	legal_basis
2008	3AK	200692	State Homeland Security	Discontinued line item (originally established by Controlling Board on February 9, 2004)
2008	3BK	200628	Longitudinal Data Systems	Section 269.10 of Am. Sub. H.B. 119 of the 127th G.A. (originally established by Controlling Board on January 9, 2006)
2008	3BV	200636	Character Education	Section 269.10 of Am. Sub. H.B. 119 of the 127th G.A. (originally established by Controlling Board on September 25, 2006)
2008	3C5	200661	Early Childhood Education	Section 269.10 of Am. Sub. H.B. 119 of the 127th G.A. (originally established by Controlling Board on November 11, 1986)
2008	3CF	200644	Foreign Language Assistance	Section 269.10 of Am. Sub. H.B. 119 of the 127th G.A. (originally established by Controlling Board on December 4, 2006)
2008	3CG	200646	Teacher Incentive Fund	Section 269.10 of Am. Sub. H.B. 119 of the 127th G.A. (originally established by Controlling Board on December 4, 2006)
2008	3D1	200664	Drug Free Schools	Section 269.10 of Am. Sub. H.B. 119 of the 127th G.A. (originally established by Controlling Board on May 4, 1987)
2008	3D2	200667	Honors Scholarship Program	Section 269.10 of Am. Sub. H.B. 119 of the 127th G.A. (originally established by Controlling Board on April 20, 1987)
2008	3E2	200668	AIDS Education Project	Discontinued line item (originally established by Controlling Board on December 7, 1987)
2008	3H9	200605	Head Start Collaboration Project	Section 269.10 of Am. Sub. H.B. 119 of the 127th G.A. (authorized by the Human Services Amendment Act of 1994, Public Law 103-252)
2008	3L6	200617	Federal School Lunch	Section 269.10 of Am. Sub. H.B. 119 of the 127th G.A. (originally established by Am. Sub. H.B. 152 of the 120th G.A.)
2008	3L7	200618	Federal School Breakfast	Section 269.10 of Am. Sub. H.B. 119 of the 127th G.A. (originally established by Am. Sub. H.B. 152 of the 120th G.A.)
2008	3L8	200619	Child/Adult Food Programs	Section 269.10 of Am. Sub. H.B. 119 of the 127th G.A. (originally established by Am. Sub. H.B. 152 of the 120th G.A.)
2008	3L9	200621	Career-Technical Education Basic Grant	Section 269.10 of Am. Sub. H.B. 119 of the 127th G.A. (originally established by Am. Sub. H.B. 152 of the 120th G.A.)
2008	3M0	200623	ESEA Title 1A	Section 269.10 of Am. Sub. H.B. 119 of the 127th G.A. (originally established by Am. Sub. H.B. 152 of the 120th G.A.)
2008	3M1	200678	Innovative Education	Section 269.10 of Am. Sub. H.B. 119 of the 127th G.A. (originally established by Am. Sub. H.B. 152 of the 120th G.A.)
2008	3M2	200680	Individuals with Disabilities Education Act	Section 269.10 of Am. Sub. H.B. 119 of the 127th G.A. (originally established by Am. Sub. H.B. 152 of the 120th G.A.)
2008	3R3	200654	Goals 2000	Discontinued line item (originally established by Controlling Board on October 2, 1996)
2008	3S2	200641	Education Technology	Section 269.10 of Am. Sub. H.B. 119 of the 127th G.A. (originally established by Controlling Board on June 22, 1998)
2008	3T4	200613	Public Charter Schools	Section 269.10 of Am. Sub. H.B. 119 of the 127th G.A. (originally established by Controlling Board on December 7, 1998)
2008	3T6	200611	Class Size Reduction	Discontinued line item (originally established by Controlling Board on August 21, 2000)
2008	3U2	200662	Teacher Quality Enhancement Grants	Discontinued line item (originally established by Controlling Board on July 1, 2000)
2008	3U3	200665	Reading Excellence Grant Program	Discontinued line item (originally established by Controlling Board on June 9, 2000)
2008	3X5	200684	School Renovation/IDEA	Discontinued line item (originally established by Controlling Board on October 29, 2001)
2008	3Y2	200688	21st Century Community Learning Centers	Section 269.10 of Am. Sub. H.B. 119 of the 127th G.A. (originally established by Controlling Board on July 29, 2002)
2008	3Y4	200632	Reading First	Section 269.40.40 of Am. Sub. H.B. 119 of the 127th G.A. (originally established by Controlling Board on July 29, 2002)
2008	3Y5	200634	Community Service Grants	Discontinued line item (originally established by Controlling Board on November 18, 2002)
2008	3Y6	200635	Improving Teacher Quality	Section 269.10 of Am. Sub. H.B. 119 of the 127th G.A. (originally established by Controlling Board on August 12, 2002)
2008	3Y7	200689	English Language Acquisition	Section 269.10 of Am. Sub. H.B. 119 of the 127th G.A. (originally established by Controlling Board on July 29, 2002)
2008	3Y8	200639	Rural and Low Income Technical Assistance	Section 269.10 of Am. Sub. H.B. 119 of the 127th G.A. (originally established by Controlling Board on July 29, 2002)
2008	3Z2	200690	State Assessments	Section 269.10 of Am. Sub. H.B. 119 of the 127th G.A. (originally established by Controlling Board on July 29, 2002)
2008	3Z3	200645	Consolidated Federal Grant Administration	Section 269.10 of Am. Sub. H.B. 119 of the 127th G.A. (Originally established by Controlling Board on July 7, 2003)
2008	454	200610	Guidance & Testing	Section 269.10 of Am. Sub. H.B. 119 of the 127th G.A. (originally established in 1929)
2008	455	200608	Commodity Foods	Section 269.10 of Am. Sub. H.B. 119 of the 127th G.A. (originally established by Controlling Board in September 1978)
2008	4R7	200695	Indirect Operational Support	Section 269.10 of Am. Sub. H.B. 119 of the 127th G.A. (originally established by Controlling Board in December 1993)
2008	4V7	200633	Interagency Operational Support	Section 269.10 of Am. Sub. H.B. 119 of the 127th G.A. (originally established by Controlling Board in June 1995)
2008	598	200659	Auxiliary Services Reimbursement	ORC 3317.064; Section 269.10 of Am. Sub. H.B. 119 of the 127th G.A. (originally established by Am. Sub. H.B. 238 of the 116th G.A.)
2008	5BB	200696	State Action for Education Leadership	ORC 3301.21; Section 269.10 of Am. Sub. H.B. 119 of the 127th G.A. (originally established by Am. Sub. H.B. 16 of the 126th G.A.)
2008	5BJ	200626	Half-Mill Maintenance Equalization	ORC 3318 (F); Section 269.40.40 of Am. Sub. H.B. 119 of the 127th G.A.
2008	5U2	200685	National Education Statistics	Section 269.10 of Am. Sub. H.B. 119 of the 127th G.A. (originally established by Controlling Board on May 6, 2002)
2008	5W2	200663	Early Learning Initiative	Section 269.10 of Am. Sub. H.B. 119 of the 127th G.A. (originally established by Section 41.19 of Am. Sub. H.B. 95 of the 125th G.A.)
2008	620	200615	Educational Improvement Grants	Section 269.10 of Am. Sub. H.B. 119 of the 127th G.A. (originally established by Am. Sub. H.B. 282 of the 123rd G.A.)
2008	017	200612	Foundation Funding	Section 269.40.70 of Am. Sub. H.B. 119 of the 127th G.A. (originally established by Am. Sub. H.B. 650 of the 122nd G.A.)
2008	017	200682	Lease Rental Payment Reimbursement	ORC 3318.01 through 3318.20; Section 269.40.70 of Am. Sub. H.B. 119 of the 127th G.A. (originally established by Am. Sub. H.B. 152 of the 120th G.A.)
2008	020	200620	Vocational School Building Assistance	Discontinued line item (originally established in ORC 3317.22 and 3317.23)
2008	047	200909	School District Property Tax Replacement - Business	ORC 5721.21; Section 269.50.10 of Am. Sub. H.B. 119 of the 127th G.A.
2008	053	200900	School District Property Tax Replacement - Utility	ORC 5727.84 and 5727.85; Section 269.50.10 of Am. Sub. H.B. 119 of the 127th G.A. (originally established by Am. Sub. S.B. 3 of the 123rd G.A.)
2009	GRF	200100	Personal Services	ORC 3301.13; Section 265.10 of Am. Sub. H.B. 1 of the 128th G.A.
2009	GRF	200320	Maintenance and Equipment	ORC 3301.13; Section 265.10 of Am. Sub. H.B. 1 of the 128th G.A. (originally established by Am. Sub. H.B. 282 of the 123rd G.A.)
2009	GRF	200408	Early Childhood Education	Section 265.10.20 of Am. Sub. H.B. 1 of the 128th G.A.
2009	GRF	200410	Educator Training	Discontinued line item (originally established by Am. Sub. H.B. 282 of the 123rd G.A.)
2009	GRF	200416	Career-Technical Education Match	Section 265.10.30 of Am. Sub. H.B. 1 of the 128th G.A. (originally established by Am. Sub. H.B. 191 of the 112th G.A.)
2009	GRF	200420	Computer/Application/Network Development	Section 265.10.30 of Am. Sub. H.B. 1 of the 128th G.A. (originally established by Am. Sub. H.B. 282 of the 123rd G.A.)
2009	GRF	200421	Alternative Education Programs	Section 265.10.40 of Am. Sub. H.B. 1 of the 128th G.A. (originally established by Am. Sub. H.B. 640 of the 123rd G.A.)
2009	GRF	200422	School Management Assistance	ORC 3301.073 and 3316; Section 265.10.50 of Am. Sub. H.B. 1 of the 128th G.A. (originally established by Am. H.B. 1285 of the 112th G.A.)
2009	GRF	200424	Policy Analysis	Section 265.10.60 of Am. Sub. H.B. 1 of the 128th G.A. (originally established by Am. Sub. H.B. 204 of the 113th G.A.)
2009	GRF	200425	Tech Prep Consortia Support	Section 265.10.60 of Am. Sub. H.B. 1 of the 128th G.A. (originally established by Controlling Board in FY 2001 and modified by Am. Sub. H.B. 94 of the 124th G.A.)
2009	GRF	200426	Ohio Educational Computer Network	ORC 3301.07; Section 265.10.70 of Am. Sub. H.B. 1 of the 128th G.A.
2009	GRF	200427	Academic Standards	ORC 3301.079; Section 265.10.80 of Am. Sub. H.B. 1 of the 128th G.A.
2009	GRF	200431	School Improvement Initiatives	ORC 3302.03 and 3302.04; Section 265.10.90 of Am. Sub. H.B. 1 of the 128th G.A. (originally established by Am. Sub. H.B. 111 of the 118th G.A.)
2009	GRF	200433	Literacy Improvement - Professional Development	Discontinued line item (originally established by Am. Sub. H.B. 94 of the 124th G.A.)
2009	GRF	200437	Student Assessment	ORC 3301.0710, 3301.0711, 3301.0712, 3301.0715, and 3301.27; Section 265.20.10 of Am. Sub. H.B. 1 of the 128th G.A. (originally established by Am. Sub. H.B. 111 of the 118th G.A.)
2009	GRF	200439	Accountability/Report Cards	ORC 3302.03; Section 265.20.20 of Am. Sub. H.B. 1 of the 128th G.A. (originally established by Am. Sub. H.B. 95 of the 125th G.A.)
2009	GRF	200442	Child Care Licensing	ORC 3301.52 through 3301.59; Section 265.20.20 of Am. Sub. H.B. 1 of the 128th G.A. (originally established by Controlling Board on October 16, 1995)
2009	GRF	200445	OhioReads Volunteer Support	Discontinued line item (originally established by Am. Sub. H.B. 1 and modified by Am. Sub. H.B. 282 of the 123rd G.A.)
2009	GRF	200446	Education Management Information System	ORC 3301.0714; Section 265.20.30 of Am. Sub. H.B. 1 of the 128th G.A.
2009	GRF	200447	GED Testing	ORC 3313.531; Section 265.20.40 of Am. Sub. H.B. 1 of the 128th G.A. (originally established by Controlling Board on January 8, 1990)
2009	GRF	200448	Educator Preparation	Section 265.20.50 of Am. Sub. H.B. 1 of the 128th G.A.
2009	GRF	200452	Teaching Success Commission Initiatives	Discontinued line item (originally established by Am. Sub. H.B. 95 of the 125th G.A.)
2009	GRF	200455	Community Schools	ORC 3314.11; Section 265.20.60 of Am. Sub. H.B. 1 of the 128th G.A. (originally established by Am. Sub. H.B. 215 of the 122nd G.A.)
2009	GRF	200457	STEM Initiatives	ORC 3326.01 through 3326.50; Section 265.20.60 of Am. Sub. H.B. 1 of the 128th G.A; (originally established by Am. Sub. H.B. 119 of the 127th G.A.)
2009	GRF	200458	School Employees Health Care Board	Section 265.20.60 of Am. Sub. H.B. 1 of the 128th G.A
2009	GRF	200501	Base Cost Funding	Discontinued line item (originally established in ORC 3317.022)
2009	GRF	200502	Pupil Transportation	ORC 3302.12, 3317.02, 3317.022, and 3317.024; Section 265.20.70 of Am. Sub. H.B. 1 of the 128th G.A.
2009	GRF	200503	Bus Purchase Allowance	Discontinued line item. (originally established in ORC 3317.07)
2009	GRF	200505	School Lunch Match	ORC 3313.81 and 3317.024; Section 265.20.80 of Am. Sub. H.B. 1 of the 128th G.A.
2009	GRF	200509	Adult Literacy Education	Discontinued line item
2009	GRF	200511	Auxiliary Services	ORC 3317.024 and 3317.06; Section 265.20.90 of Am. Sub. H.B. 1 of the 128th G.A.
2009	GRF	200513	Student Intervention Services	Discontinued line item (originally established by Am. Sub. H.B. 282 of the 123rd G.A.)
2009	GRF	200514	Postsecondary Adult Career-Technical Education	Discontinued line item
2009	GRF	200520	Disadvantaged Pupil Impact Aid	Discontinued line item (originally established in ORC 3317.029)
2009	GRF	200521	Gifted Pupil Program	Discontinued line item
2009	GRF	200532	Nonpublic Administrative Cost Reimbursement	ORC 3317.063; Section 265.30.10 of Am. Sub. H.B. 1 of the 128th G.A. (originally established by Am. Sub. H.B. 694 of the 114th G.A.)
2009	GRF	200536	Ohio Core Support	Discontinued line item (originally established by Sub. H.B. 115 of the 126th G.A. and modified by Am. Sub. S.B. 311 of the 126th G.A.)
2009	GRF	200540	Special Education Enhancements	ORC 3317.20, 3317.201, 3317.052, and 3317.05; Section 265.30.20 of Am. Sub. H.B. 1 of the 128th G.A. (originally established by Am. Sub. H.B. 650 of the 122nd G.A.)
2009	GRF	200545	Career-Technical Education Enhancements	Section 265.30.30 of Am. Sub. H.B. 1 of the 128th G.A. (originally established by Am. Sub. H.B. 650 of the 122nd G.A.)
2009	GRF	200550	Foundation Funding	ORC 3306; Sections 265.30.40, 265.30.50, and 265.50.10 of Am. Sub. H.B. 1 of the 128th G.A. (originally established by Am. Sub. H.B. 66 of the 126th G.A.)
2009	GRF	200551	Foundation Funding - Federal Stimulus	Section 265.30.40 of Am. Sub. H.B. 1 of the 128th G.A.
2009	GRF	200552	County MR/DD Boards Vehicle Purchases	Discontinued line item (originally established in ORC 3317.07)
2009	GRF	200558	Emergency Loan Interest Subsidy	Discontinued line item (originally established by Am. Sub. H.B. 650 of the 122nd G.A.)
2009	GRF	200566	Literacy Improvement - Classroom Grants	Discontinued line item (originally established by Am. Sub. H.B. 1 and modified by Am. Sub. H.B. 282 of the 123rd G.A.)
2009	GRF	200578	Violence Prevention and School Safety	Section 265.30.70 of Am. Sub. H.B. 1 of the 128th G.A.
2009	GRF	200901	Property Tax Allocation - Education	ORC 319.301 and 323.151 through 323.157; Section 265.30.80 of Am. Sub. H.B. 1 of the 128th G.A.
2009	GRF	200906	Tangible Tax Exemption-Education	Discontinued line item (transferred from the Auditor of State by Controlling Board action in FY 1986)
2009	1380	200606	Computer Services - Operational Support	Section 265.10 of Am. Sub. H.B. 1 of the 128th G.A. (originally established by Controlling Board on July 20, 1961)
2009	4520	200638	Miscellaneous Educational Services	Section 265.10 of Am. Sub. H.B. 1 of the 128th G.A. (originally established by Controlling Board on April 13, 1972)
2009	4D10	200602	Ohio Prevention/Education Resource Center	Discontinued line item (originally established by Controlling Board on September 21, 1992)
2009	4L20	200681	Teacher Certification and Licensure	Section 265.30.90 of Am. Sub. H.B. 1 of the 128th G.A. (originally established by Am. Sub. H.B. 152 of the 120th G.A.)
2009	5960	200656	Ohio Career Information System	Section 265.10 of Am. Sub. H.B. 1 of the 128th G.A. (originally established by Am. Sub. H.B. 238 of the 116th G.A.)
2009	5H30	200687	School District Solvency Assistance	ORC 3316.20; Section 265.30.90 of Am. Sub. H.B. 1 of the 128th G.A. (originally established by Am. Sub. H.B. 650 of the 122nd G.A.)
2009	3090	200601	Educationally Disadvantaged Programs	Section 265.10 of Am. Sub. H.B.1 of the 128th G.A. (originally established by Controlling Board on March 28, 1966)
2009	3660	200604	Adult Basic Education	Discontinued line item
2009	3670	200607	School Food Services	Section 265.10 of Am. Sub. H.B. 1 of the 128th G.A. (originally established by Controlling Board on October 27, 1967)
2009	3680	200614	Veterans' Training	Section 265.10 of Am. Sub. H.B. 1 of the 128th G.A. (originally established by Controlling Board on August 18, 1965)
2009	3690	200616	Career-Technical Education Federal Enhancement	Section 265.10 of Am. Sub. H.B. 1 of the 128th G.A. (originally established by Controlling Board on September 23, 1964)
2009	3700	200624	Education of Exceptional Children	Section 265.10 of Am. Sub. H.B. 1 of the 128th G.A. (originally established by Controlling Board on May 9, 1968)
2009	3710	200631	Immigrant Education Opportunities	Discontinued line item (originally established by Controlling Board on August 24, 1971)
2009	3740	200647	Troops to Teachers	Section 265.10 of Am. Sub. H.B. 1 of the 128th G.A. (originally established by Controlling Board in FY 1976)
